9.00E-09,1.399
1.90E-08,4.05E-01
2.90E-08,1.386
3.90E-08,4.26E-01
4.90E-08,1.355
5.90E-08,4.66E-01
6.90E-08,1.306
7.90E-08,5.22E-01
8.90E-08,1.243
9.90E-08,5.93E-01
1.09E-07,1.166
1.19E-07,6.76E-01
1.29E-07,1.078
1.39E-07,7.68E-01
1.49E-07,9.84E-01
1.59E-07,8.64E-01
1.69E-07,8.86E-01
1.79E-07,9.62E-01
1.89E-07,7.89E-01
1.99E-07,1.057
2.09E-07,6.96E-01
2.19E-07,1.147
2.29E-07,6.11E-01
2.39E-07,1.226
2.49E-07,5.37E-01
2.59E-07,1.294
2.69E-07,4.77E-01
2.79E-07,1.346
2.89E-07,4.33E-01
2.99E-07,1.38
3.09E-07,4.08E-01
3.19E-07,1.397
3.29E-07,4.01E-01
3.39E-07,1.394
3.49E-07,4.13E-01
3.59E-07,1.373
3.69E-07,4.44E-01
3.79E-07,1.333
3.89E-07,4.93E-01
3.99E-07,1.277
4.09E-07,5.56E-01
4.19E-07,1.206
4.29E-07,6.33E-01
4.39E-07,1.123
4.49E-07,7.21E-01
4.59E-07,1.031
4.69E-07,8.15E-01
4.79E-07,9.35E-01
4.89E-07,9.13E-01
4.99E-07,8.38E-01
5.09E-07,1.01
5.19E-07,7.42E-01
5.29E-07,1.103
5.39E-07,6.52E-01
5.49E-07,1.188
5.59E-07,5.73E-01
5.69E-07,1.262
5.79E-07,5.06E-01
5.89E-07,1.322
5.99E-07,4.53E-01
6.09E-07,1.366
6.19E-07,4.19E-01
6.29E-07,1.391
6.39E-07,4.02E-01
