9.00E-09,1.4
1.90E-08,4.05E-01
2.90E-08,1.386
3.90E-08,4.28E-01
4.90E-08,1.353
5.90E-08,4.70E-01
6.90E-08,1.303
7.90E-08,5.28E-01
8.90E-08,1.237
9.90E-08,6.00E-01
1.09E-07,1.159
1.19E-07,6.85E-01
1.29E-07,1.07
1.39E-07,7.77E-01
1.49E-07,9.75E-01
1.59E-07,8.74E-01
1.69E-07,8.77E-01
1.79E-07,9.72E-01
1.89E-07,7.80E-01
1.99E-07,1.068
2.09E-07,6.87E-01
2.19E-07,1.156
2.29E-07,6.03E-01
2.39E-07,1.235
2.49E-07,5.30E-01
2.59E-07,1.301
2.69E-07,4.71E-01
2.79E-07,1.352
2.89E-07,4.29E-01
2.99E-07,1.385
3.09E-07,4.05E-01
3.19E-07,1.4
3.29E-07,4.00E-01
3.39E-07,1.395
3.49E-07,4.14E-01
3.59E-07,1.372
3.69E-07,4.47E-01
3.79E-07,1.33
3.89E-07,4.97E-01
3.99E-07,1.272
4.09E-07,5.63E-01
4.19E-07,1.2
4.29E-07,6.41E-01
4.39E-07,1.116
4.49E-07,7.30E-01
4.59E-07,1.023
4.69E-07,8.25E-01
4.79E-07,9.26E-01
4.89E-07,9.23E-01
4.99E-07,8.28E-01
5.09E-07,1.02
5.19E-07,7.32E-01
5.29E-07,1.113
5.39E-07,6.44E-01
5.49E-07,1.197
5.59E-07,5.65E-01
5.69E-07,1.27
5.79E-07,4.99E-01
5.89E-07,1.329
5.99E-07,4.48E-01
6.09E-07,1.371
6.19E-07,4.15E-01
6.29E-07,1.395
6.39E-07,4.00E-01
